Student_ID,University,Department,Semester,Gender,Age,CGPA,Java,Python,DSA,DBMS,OS,CN,Web_Development,SQL,Git,Cloud,AI_ML,Communication,Aptitude,Teamwork,Internship,Certifications,Resume_Score,Coding_Test_Score,Mock_Interview_Score,Curriculum_Coverage,Industry_Skill_Level,Skill_Gap_Score,Placement,Company,Package_LPA,Placement_Probability
S0301,University B,IT,8,Female,22,7.7,4,3,5,5,4,5,1,5,2,3,4,2,2,2,No,6,77,66,65,4.14,3.29,1.71,Yes,Infosys,16.4,0.96
S0302,University B,CSE,8,Female,22,8.34,3,5,2,4,2,1,2,2,1,2,3,4,4,5,No,3,91,97,47,2.29,2.86,2.14,Yes,Capgemini,6.53,1.0
S0303,University C,IT,8,Male,21,8.4,2,1,4,1,1,1,3,5,3,1,4,3,1,4,Yes,1,57,76,92,2.43,2.57,2.43,Yes,Infosys,11.0,0.91
S0304,University C,IT,8,Female,21,8.14,3,3,5,4,2,4,2,2,1,2,2,3,4,4,No,6,87,43,76,3.14,2.71,2.29,Yes,Infosys,11.5,0.94
S0305,University D,CSE,8,Female,22,9.74,2,3,4,3,3,1,5,1,1,2,3,5,4,3,No,6,93,47,79,2.71,2.86,2.14,Yes,Deloitte,16.5,1.0
S0306,University A,CSE-DS,8,Female,24,6.82,2,3,2,2,4,3,4,1,3,1,4,4,4,3,No,6,56,92,55,2.57,2.71,2.29,Yes,Amazon,13.98,0.85
S0307,University D,CSE-DS,8,Female,23,8.71,5,3,4,1,1,2,4,2,1,4,2,3,3,5,Yes,0,60,55,78,2.71,3.14,1.86,Yes,Wipro,14.2,1.0
S0308,University A,IT,8,Male,22,9.34,2,3,2,5,3,3,2,1,4,3,2,4,4,5,Yes,0,51,99,80,2.57,2.86,2.14,Yes,Accenture,13.21,1.0
S0309,University B,CSE-AI,8,Female,22,8.59,2,1,4,5,4,5,3,2,1,3,2,5,1,1,No,6,79,92,88,3.57,2.57,2.43,Yes,Accenture,10.91,1.0
S0310,University A,CSE,8,Female,21,8.78,4,2,4,2,5,2,3,2,4,2,4,2,1,3,No,1,89,68,60,3.14,3.14,1.86,Yes,Deloitte,9.04,0.92
S0311,University A,CSE-DS,8,Female,22,9.33,4,2,4,4,5,3,1,1,5,1,1,3,2,4,No,4,92,91,83,3.14,2.86,2.14,Yes,TCS,14.14,1.0
S0312,University A,CSE-AI,8,Female,22,9.8,3,2,5,1,5,2,3,2,5,4,3,4,2,1,No,5,83,67,54,3.0,3.71,1.29,Yes,Cognizant,7.41,1.0
S0313,University C,CSE-AI,8,Female,23,8.79,4,3,3,5,3,5,3,4,2,3,4,2,5,4,Yes,1,59,43,59,3.86,3.0,2.0,Yes,Deloitte,6.25,0.92
S0314,University B,CSE,8,Male,23,6.01,4,1,4,3,5,4,4,4,1,2,1,3,1,2,No,1,60,87,77,4.0,2.29,2.71,Yes,Microsoft,15.84,0.81
S0315,University A,CSE-DS,8,Male,24,9.55,2,4,1,3,1,3,1,4,3,5,1,3,2,1,Yes,3,95,82,75,2.14,2.71,2.29,Yes,Capgemini,10.31,1.0
S0316,University B,CSE-AI,8,Female,23,9.68,3,5,2,2,1,3,3,1,1,5,5,4,1,4,No,1,65,89,100,2.14,3.57,1.43,Yes,TCS,9.48,1.0
S0317,University D,CSE-DS,8,Male,23,6.75,2,1,3,4,4,3,5,2,3,1,3,5,2,4,No,3,80,57,81,3.29,2.57,2.43,Yes,Infosys,12.51,0.8
S0318,University B,IT,8,Female,24,8.28,1,1,5,3,4,2,2,4,5,5,1,3,4,4,Yes,6,80,59,54,3.0,3.0,2.0,Yes,Capgemini,18.26,1.0
S0319,University B,CSE-AI,8,Female,20,5.71,1,1,5,1,5,4,4,1,4,5,3,3,3,5,Yes,6,82,41,52,3.0,3.14,1.86,Yes,Deloitte,14.61,0.85
S0320,University B,IT,8,Female,23,5.87,3,3,5,4,4,5,3,3,2,2,2,1,5,3,Yes,3,84,41,45,3.86,2.57,2.43,Yes,TCS,9.42,0.8
S0321,University B,IT,8,Male,20,9.32,5,4,3,5,5,3,4,3,1,2,2,1,2,1,Yes,5,62,94,46,4.0,2.57,2.43,Yes,Wipro,6.64,1.0
S0322,University C,CSE,8,Male,23,6.82,4,2,4,4,1,1,2,2,4,4,4,1,4,5,Yes,1,68,76,98,2.57,3.29,1.71,Yes,TCS,16.01,0.89
S0323,University C,IT,8,Female,20,9.81,4,5,5,5,3,1,4,4,4,5,5,5,4,2,Yes,4,51,67,81,3.71,4.71,0.29,Yes,Infosys,8.24,1.0
S0324,University D,IT,8,Female,23,7.68,3,4,4,1,2,3,2,4,3,4,2,5,2,5,No,4,95,82,74,2.71,3.57,1.43,Yes,Capgemini,5.47,1.0
S0325,University C,CSE-DS,8,Female,21,9.02,2,5,2,3,1,4,2,2,2,2,5,4,1,4,No,2,65,53,80,2.29,3.14,1.86,Yes,TCS,4.21,0.91
S0326,University A,CSE,8,Female,23,6.27,5,1,1,3,4,1,5,2,1,5,2,4,3,3,No,6,52,89,80,3.0,2.71,2.29,Yes,Wipro,7.51,0.88
S0327,University B,CSE-DS,8,Female,21,9.74,1,1,5,5,1,5,1,5,1,2,1,2,3,2,No,5,78,88,77,3.29,1.86,3.14,Yes,Infosys,10.98,0.99
S0328,University D,CSE-AI,8,Male,23,6.04,2,4,4,1,2,4,3,3,5,2,1,3,3,4,No,5,92,55,54,2.71,3.0,2.0,Yes,Amazon,14.8,0.82
S0329,University A,CSE-DS,8,Female,23,7.32,4,4,5,3,1,4,2,1,5,1,1,3,3,4,Yes,3,53,65,93,2.86,3.29,1.71,Yes,Wipro,4.06,0.96
S0330,University B,CSE-DS,8,Male,20,9.4,5,3,3,3,1,3,5,5,2,4,4,2,5,5,No,5,72,96,96,3.57,3.29,1.71,Yes,IBM,15.22,1.0
S0331,University D,CSE,8,Male,22,7.86,4,2,5,5,3,2,1,5,5,3,5,3,2,1,Yes,6,84,77,61,3.57,3.86,1.14,Yes,Capgemini,7.12,1.0
S0332,University B,IT,8,Male,20,6.64,5,3,1,1,1,4,3,5,1,4,3,2,5,5,Yes,2,69,58,87,2.86,2.71,2.29,Yes,Microsoft,15.27,0.85
S0333,University D,CSE-DS,8,Female,23,6.94,5,2,3,4,1,2,4,4,1,1,1,4,2,4,Yes,3,54,63,88,3.29,2.43,2.57,Yes,Microsoft,11.39,0.91
S0334,University D,CSE,8,Male,22,9.88,4,4,2,2,5,2,4,4,2,5,5,1,2,4,No,0,97,50,80,3.29,3.29,1.71,Yes,Infosys,9.04,0.94
S0335,University A,CSE,8,Female,20,8.02,1,5,2,1,3,3,3,3,3,4,1,2,2,5,No,0,69,96,63,2.29,2.57,2.43,Yes,Deloitte,6.73,0.88
S0336,University D,IT,8,Male,23,9.33,4,4,5,3,5,4,3,4,4,5,2,2,5,4,No,5,78,49,100,4.0,3.71,1.29,Yes,Infosys,14.42,1.0
S0337,University A,CSE-AI,8,Male,22,6.99,1,4,3,1,2,1,5,3,5,1,5,1,2,5,Yes,4,83,52,93,2.29,2.86,2.14,Yes,TCS,10.64,0.8
S0338,University A,CSE,8,Male,24,8.96,2,5,4,1,5,5,3,4,5,1,4,1,3,4,Yes,3,51,95,78,3.43,3.14,1.86,Yes,Capgemini,8.26,1.0
S0339,University C,IT,8,Male,20,6.24,2,2,3,1,2,3,4,2,1,5,3,2,1,1,No,3,56,60,54,2.43,2.57,2.43,Yes,Cognizant,9.69,0.76
S0340,University C,CSE,8,Male,24,6.39,5,5,2,4,5,5,4,1,3,1,3,4,5,4,Yes,3,51,66,85,3.71,3.29,1.71,Yes,TCS,7.01,0.9
S0341,University C,CSE-AI,8,Male,20,8.37,2,3,5,4,4,1,5,2,2,3,5,2,2,5,No,4,78,42,45,3.29,3.14,1.86,Yes,Microsoft,15.69,0.9
S0342,University C,IT,8,Male,24,9.61,4,3,5,3,4,3,2,5,5,3,1,2,5,5,Yes,2,55,65,89,3.71,3.29,1.71,Yes,Wipro,5.34,1.0
S0343,University D,IT,8,Male,20,7.72,3,3,3,4,3,2,3,3,2,4,5,3,1,2,Yes,4,80,40,45,3.0,3.29,1.71,Yes,IBM,13.59,0.93
S0344,University B,CSE,8,Female,21,7.87,4,1,3,4,5,3,4,2,1,1,4,3,2,4,Yes,1,97,41,93,3.57,2.43,2.57,Yes,Cognizant,7.72,0.87
S0345,University B,CSE,8,Male,20,6.53,4,3,1,3,4,5,2,1,2,4,1,3,5,5,No,1,85,52,87,2.86,2.57,2.43,Yes,Microsoft,14.58,0.78
S0346,University D,CSE-DS,8,Male,21,6.06,5,2,5,3,2,1,5,5,3,5,4,1,4,1,No,3,76,57,52,3.71,3.57,1.43,Yes,Deloitte,13.7,0.84
S0347,University A,IT,8,Female,20,5.71,4,5,4,3,1,4,2,3,1,5,1,2,4,1,Yes,1,60,61,64,3.0,3.14,1.86,Yes,Infosys,4.44,0.89
S0348,University A,CSE,8,Female,22,8.11,3,3,2,1,4,2,3,1,3,5,2,1,5,5,No,6,56,80,73,2.29,2.71,2.29,Yes,Infosys,12.18,0.9
S0349,University A,IT,8,Female,23,9.42,1,2,1,4,1,3,5,4,1,1,1,5,1,3,No,3,56,79,93,2.71,1.71,3.29,Yes,Microsoft,9.67,0.9
S0350,University C,CSE-DS,8,Female,23,9.0,5,5,1,3,1,4,5,3,5,2,1,1,1,5,Yes,4,100,93,57,3.14,2.86,2.14,Yes,Wipro,17.07,1.0
S0351,University A,CSE-AI,8,Male,21,8.69,4,2,2,2,1,1,2,3,5,4,5,3,3,5,Yes,1,80,59,83,2.14,3.57,1.43,Yes,Cognizant,8.64,0.96
S0352,University A,IT,8,Male,20,7.73,5,1,4,3,2,2,2,1,3,2,4,4,5,3,No,4,69,66,66,2.71,3.29,1.71,Yes,Deloitte,5.93,0.94
S0353,University B,CSE-DS,8,Male,20,8.31,2,4,5,2,2,4,3,4,2,4,2,1,3,1,Yes,2,51,75,52,3.14,2.86,2.14,Yes,Deloitte,5.64,0.98
S0354,University C,CSE-AI,8,Female,23,6.38,3,2,2,3,2,3,5,2,2,2,1,2,3,1,Yes,6,93,48,69,2.86,2.0,3.0,Yes,Infosys,13.32,0.81
S0355,University B,CSE-DS,8,Male,22,6.56,3,2,5,5,4,1,1,2,2,2,2,5,4,3,No,4,77,80,60,3.0,3.0,2.0,Yes,Microsoft,17.32,0.94
S0356,University D,IT,8,Female,22,6.59,3,2,5,5,4,2,1,4,5,1,2,5,4,5,No,3,83,69,56,3.43,3.29,1.71,Yes,Cognizant,8.33,0.9
S0357,University D,CSE-DS,8,Male,24,8.06,5,1,2,2,2,4,2,4,2,3,4,4,5,2,No,2,85,45,53,3.0,3.0,2.0,Yes,Capgemini,14.77,0.88
S0358,University C,CSE,8,Female,21,5.68,5,5,3,4,4,4,4,4,3,4,3,3,4,1,Yes,3,64,56,86,4.0,3.71,1.29,Yes,Infosys,4.64,0.91
S0359,University C,IT,8,Female,24,5.93,1,3,1,5,2,3,2,3,3,3,3,2,5,2,No,0,99,59,63,2.43,2.29,2.71,No,,0.0,0.66
S0360,University D,CSE-AI,8,Female,23,8.83,1,4,5,2,4,2,2,2,4,2,5,5,5,4,No,2,100,45,65,2.57,3.71,1.29,Yes,IBM,16.19,0.98
S0361,University B,CSE-DS,8,Female,23,9.25,1,3,2,5,2,3,1,4,3,3,2,4,4,4,No,2,87,41,81,2.57,2.57,2.43,Yes,Wipro,15.28,0.88
S0362,University A,IT,8,Female,21,6.4,4,1,5,4,2,4,1,3,5,4,3,1,2,1,Yes,0,94,78,76,3.29,3.29,1.71,Yes,Accenture,3.9,0.89
S0363,University B,CSE-AI,8,Female,23,6.53,5,1,4,1,3,5,1,2,3,4,4,2,1,2,No,3,97,44,69,3.0,3.29,1.71,Yes,Accenture,17.83,0.83
S0364,University D,IT,8,Female,24,9.1,4,2,5,5,3,5,2,5,4,3,2,1,2,4,Yes,6,75,78,96,4.14,3.0,2.0,Yes,Cognizant,7.2,1.0
S0365,University B,CSE-AI,8,Female,24,5.67,1,3,4,3,3,4,5,2,4,2,2,5,4,4,No,5,61,84,81,3.14,3.0,2.0,Yes,TCS,4.93,0.85
S0366,University D,CSE-DS,8,Female,21,6.78,1,2,4,4,5,1,3,1,1,5,3,4,4,2,No,1,82,42,74,2.71,2.86,2.14,Yes,Deloitte,3.9,0.81
S0367,University A,CSE-AI,8,Female,20,7.25,1,3,1,2,3,4,4,4,1,1,5,2,4,2,No,6,67,93,55,2.71,2.0,3.0,Yes,TCS,6.06,0.79
S0368,University D,CSE-DS,8,Female,20,7.85,4,2,1,1,3,2,4,3,2,2,1,5,2,4,Yes,6,90,91,78,2.57,2.43,2.57,Yes,Infosys,13.12,1.0
S0369,University B,CSE,8,Female,24,8.13,1,4,2,2,3,2,2,1,1,4,1,1,3,2,Yes,1,56,91,98,1.86,2.0,3.0,Yes,Wipro,15.96,0.89
S0370,University B,IT,8,Male,20,5.97,3,3,5,2,5,2,5,4,4,1,2,2,1,3,No,1,50,65,86,3.71,2.86,2.14,Yes,IBM,8.24,0.75
S0371,University C,CSE-AI,8,Female,23,8.4,3,5,3,1,1,2,4,3,5,4,1,5,5,2,No,0,88,60,85,2.43,3.71,1.29,Yes,Wipro,13.94,0.99
S0372,University A,CSE-AI,8,Female,23,5.8,1,5,5,4,4,5,2,5,5,1,2,1,5,1,No,1,97,67,93,3.71,2.86,2.14,Yes,Infosys,7.15,0.75
S0373,University B,CSE-AI,8,Male,21,6.81,2,4,2,1,2,5,4,3,2,3,3,1,5,4,No,6,51,54,99,2.71,2.43,2.57,Yes,Cognizant,14.49,0.75
S0374,University B,CSE,8,Female,23,9.03,2,5,4,5,3,2,4,1,1,4,1,2,1,2,Yes,1,55,51,82,3.0,2.71,2.29,Yes,Accenture,11.73,0.98
S0375,University D,CSE-AI,8,Female,20,6.87,2,2,4,2,5,2,3,3,5,4,2,3,4,1,No,3,74,50,75,3.0,3.14,1.86,Yes,Amazon,10.12,0.82
S0376,University B,CSE-AI,8,Male,20,8.85,4,1,3,5,5,2,5,2,3,4,4,3,4,3,No,4,88,70,49,3.71,3.14,1.86,Yes,Deloitte,8.5,0.98
S0377,University C,IT,8,Female,20,5.56,5,3,4,4,4,4,3,4,4,3,5,1,4,1,Yes,3,86,50,57,4.0,3.57,1.43,Yes,Capgemini,14.94,0.83
S0378,University D,CSE,8,Male,23,8.36,4,2,2,4,1,3,1,2,3,5,4,2,3,2,Yes,0,57,89,50,2.43,3.14,1.86,Yes,IBM,13.17,0.96
S0379,University A,CSE-AI,8,Female,20,6.23,4,3,3,5,5,4,5,3,4,1,1,5,3,2,No,5,63,99,92,4.14,3.0,2.0,Yes,Capgemini,9.47,0.92
S0380,University B,CSE-AI,8,Female,23,5.93,4,5,4,3,4,2,2,3,2,2,2,4,2,5,Yes,3,86,92,58,3.14,3.29,1.71,Yes,TCS,6.28,1.0
S0381,University A,CSE,8,Male,21,7.44,5,1,2,1,3,1,4,1,3,1,3,1,5,2,No,3,93,88,51,2.43,2.29,2.71,Yes,Capgemini,3.64,0.83
S0382,University C,CSE,8,Male,23,7.8,1,4,5,5,3,4,4,3,5,4,3,3,3,3,Yes,2,92,65,69,3.57,3.57,1.43,Yes,Cognizant,12.66,0.99
S0383,University A,CSE-DS,8,Female,21,9.33,4,2,1,5,1,5,3,2,3,4,5,4,5,4,Yes,0,90,100,97,3.0,3.29,1.71,Yes,Cognizant,8.33,1.0
S0384,University D,CSE-AI,8,Female,20,8.17,4,5,1,3,4,4,1,4,3,5,2,2,5,5,Yes,1,81,90,50,3.0,3.14,1.86,Yes,Amazon,8.02,1.0
S0385,University D,CSE,8,Female,21,7.62,5,2,2,2,2,1,1,4,1,2,3,4,3,2,No,5,80,100,87,2.43,2.71,2.29,Yes,Wipro,5.35,0.98
S0386,University C,CSE-AI,8,Female,23,9.6,5,1,3,4,4,5,4,2,2,3,1,3,1,1,Yes,2,97,77,57,3.86,2.57,2.43,Yes,Infosys,14.67,1.0
S0387,University B,CSE-DS,8,Male,23,8.04,1,3,1,5,5,2,4,4,3,3,2,5,5,5,Yes,0,75,40,79,3.14,2.57,2.43,Yes,Cognizant,16.29,0.85
S0388,University B,CSE-AI,8,Male,20,8.49,2,5,3,2,1,5,3,3,5,1,3,5,4,2,No,2,95,64,48,2.71,3.43,1.57,Yes,Cognizant,18.22,0.96
S0389,University D,CSE,8,Male,22,9.56,2,4,4,3,2,1,5,4,3,4,4,3,4,4,Yes,4,96,58,63,3.0,3.43,1.57,Yes,Accenture,13.95,1.0
S0390,University D,IT,8,Male,20,8.81,5,1,3,4,2,5,2,4,4,3,2,2,2,2,Yes,2,96,94,81,3.57,2.86,2.14,Yes,Wipro,5.03,1.0
S0391,University A,IT,8,Female,22,5.92,4,2,1,1,5,3,5,4,2,4,2,1,1,2,No,3,69,84,83,3.29,2.29,2.71,Yes,IBM,17.82,0.74
S0392,University D,IT,8,Female,22,8.28,4,3,1,1,1,1,1,4,5,2,1,5,5,5,No,2,94,87,51,1.86,3.0,2.0,Yes,Wipro,15.42,0.96
S0393,University B,CSE,8,Female,22,8.01,1,3,1,5,2,4,1,4,5,5,5,4,1,5,Yes,6,98,53,87,2.57,3.43,1.57,Yes,Wipro,16.96,0.95
S0394,University C,IT,8,Male,24,6.04,2,5,2,2,1,5,3,1,1,1,5,3,3,5,Yes,3,92,40,60,2.29,2.71,2.29,Yes,Amazon,8.01,0.79
S0395,University B,IT,8,Male,24,7.66,3,5,3,5,5,5,2,1,1,2,1,2,2,3,Yes,1,88,75,58,3.43,2.43,2.57,Yes,Capgemini,12.38,0.94
S0396,University B,CSE,8,Female,20,6.62,4,2,4,4,1,3,4,2,5,2,1,3,2,3,Yes,3,59,60,95,3.14,3.0,2.0,Yes,TCS,10.0,0.89
S0397,University D,CSE,8,Female,24,7.84,5,4,1,3,1,3,3,3,2,2,3,1,1,4,Yes,3,56,90,52,2.71,2.57,2.43,Yes,Capgemini,6.14,0.92
S0398,University B,CSE-AI,8,Female,24,9.31,5,3,5,1,1,2,3,4,2,3,5,5,5,4,No,4,58,56,45,3.0,4.0,1.0,Yes,Wipro,13.8,1.0
S0399,University C,CSE,8,Male,20,8.74,1,3,2,5,4,4,2,4,3,4,5,3,3,4,Yes,2,90,94,50,3.14,3.0,2.0,Yes,IBM,17.71,1.0
S0400,University D,CSE-DS,8,Male,24,8.71,1,2,5,1,1,3,5,4,1,4,5,2,4,4,Yes,3,50,79,57,2.86,2.86,2.14,Yes,TCS,17.16,0.99
S0401,University A,CSE-DS,8,Female,23,8.51,1,5,4,2,5,2,2,1,3,2,5,3,1,4,No,3,60,63,52,2.43,3.29,1.71,Yes,Accenture,8.57,0.91
S0402,University D,CSE-DS,8,Male,20,6.79,2,1,5,4,2,3,5,1,4,5,4,1,3,1,No,2,69,62,51,3.14,3.14,1.86,Yes,Wipro,3.58,0.8
S0403,University A,IT,8,Female,21,7.4,2,1,5,5,2,4,1,4,1,2,3,2,4,4,No,2,73,67,56,3.29,2.29,2.71,Yes,Capgemini,11.55,0.82
S0404,University D,CSE-AI,8,Female,23,6.12,4,1,3,2,1,2,3,1,2,4,4,3,1,2,Yes,3,92,57,52,2.29,3.0,2.0,Yes,Amazon,9.82,0.87
S0405,University B,CSE-AI,8,Male,21,7.71,4,2,1,1,1,2,2,3,5,1,2,1,3,4,Yes,3,80,58,63,2.0,2.29,2.71,Yes,IBM,10.79,0.81
S0406,University D,CSE,8,Male,20,6.74,1,3,2,4,2,4,1,5,5,2,2,5,2,2,Yes,1,75,42,62,2.71,2.86,2.14,Yes,Wipro,18.36,0.81
S0407,University C,CSE,8,Male,20,9.3,4,4,5,3,2,2,3,4,4,1,5,4,1,3,Yes,2,73,57,67,3.29,3.86,1.14,Yes,Accenture,14.17,1.0
S0408,University C,CSE-DS,8,Female,24,5.5,3,2,3,4,3,5,1,4,2,3,4,3,3,3,Yes,0,92,40,88,3.29,2.86,2.14,Yes,Wipro,11.78,0.76
S0409,University C,CSE-DS,8,Female,21,7.83,3,2,3,2,5,4,1,1,2,5,1,1,5,2,Yes,5,78,99,51,2.71,2.43,2.57,Yes,Amazon,4.62,1.0
S0410,University C,CSE-AI,8,Female,20,7.85,2,1,2,2,4,5,3,5,3,3,4,1,4,1,No,3,83,99,77,3.29,2.29,2.71,Yes,Wipro,15.36,0.83
S0411,University A,IT,8,Female,22,9.71,1,2,4,4,5,5,1,2,4,5,4,5,4,4,No,1,61,40,55,3.14,3.57,1.43,Yes,Microsoft,12.08,0.96
S0412,University A,CSE,8,Female,24,9.25,3,3,5,1,2,2,1,5,2,3,1,2,3,2,No,6,100,43,86,2.71,2.71,2.29,Yes,Accenture,18.2,1.0
S0413,University A,IT,8,Female,24,9.78,3,1,5,3,2,4,5,3,3,1,1,3,2,3,Yes,2,51,74,87,3.57,2.43,2.57,Yes,Microsoft,18.18,1.0
S0414,University B,IT,8,Male,22,7.92,4,2,3,3,2,5,4,2,4,2,4,3,2,4,Yes,3,61,69,56,3.29,3.14,1.86,Yes,Wipro,15.73,0.94
S0415,University D,CSE,8,Male,20,5.59,2,2,4,5,2,1,2,1,4,2,4,4,1,5,Yes,5,98,91,45,2.43,3.14,1.86,Yes,IBM,12.55,0.92
S0416,University C,IT,8,Male,21,8.86,1,2,2,1,3,2,5,1,1,1,5,3,1,2,Yes,3,98,76,73,2.14,2.14,2.86,Yes,Capgemini,15.73,0.93
S0417,University B,IT,8,Male,23,5.75,3,5,1,1,1,1,5,3,1,5,4,2,1,2,Yes,1,77,64,54,2.14,3.0,2.0,Yes,Capgemini,8.8,0.81
S0418,University B,IT,8,Male,22,6.25,1,2,1,3,3,1,5,3,1,3,1,1,5,2,Yes,3,83,61,83,2.43,1.43,3.57,No,,0.0,0.72
S0419,University D,CSE-DS,8,Male,20,8.25,3,3,1,3,4,3,3,1,1,2,2,3,2,4,No,5,100,90,75,2.57,2.14,2.86,Yes,Infosys,15.72,0.93
S0420,University B,IT,8,Male,24,6.92,2,2,4,3,3,4,4,4,4,5,3,2,2,4,No,4,81,74,79,3.43,3.14,1.86,Yes,Amazon,10.89,0.87
S0421,University C,IT,8,Male,24,8.65,5,5,2,1,2,3,1,2,1,3,5,4,2,1,Yes,2,73,94,99,2.29,3.57,1.43,Yes,Wipro,16.5,1.0
S0422,University B,CSE,8,Male,20,9.78,4,2,2,2,1,2,1,2,4,1,4,3,1,1,Yes,3,88,95,55,2.0,2.86,2.14,Yes,Cognizant,3.95,1.0
S0423,University B,CSE-AI,8,Male,23,5.55,4,2,2,4,2,5,3,4,4,3,4,1,3,1,Yes,0,91,42,83,3.43,2.86,2.14,No,,0.0,0.71
S0424,University A,IT,8,Female,22,9.16,4,5,3,5,5,3,2,4,2,3,1,5,4,2,Yes,3,89,43,59,3.71,3.29,1.71,Yes,Amazon,9.38,1.0
S0425,University A,CSE-DS,8,Male,24,8.37,4,4,2,1,3,4,2,3,1,1,1,3,5,3,Yes,1,68,50,79,2.71,2.29,2.71,Yes,Accenture,5.1,0.91
S0426,University D,CSE-DS,8,Male,20,6.39,1,2,3,1,5,5,1,5,4,1,1,3,1,3,Yes,2,98,58,70,3.0,2.14,2.86,Yes,Cognizant,11.0,0.79
S0427,University B,CSE-AI,8,Female,23,6.96,5,1,5,2,1,5,4,4,5,1,3,2,2,4,Yes,5,55,100,90,3.71,3.14,1.86,Yes,Accenture,6.97,0.98
S0428,University A,IT,8,Male,23,8.96,3,3,3,5,4,1,4,2,2,5,5,1,2,5,No,0,50,49,94,3.14,3.14,1.86,Yes,Amazon,16.56,0.85
S0429,University A,CSE-DS,8,Female,23,6.88,3,2,1,3,5,3,3,1,1,2,4,3,4,3,No,5,58,100,52,2.71,2.29,2.71,Yes,Deloitte,18.08,0.83
S0430,University B,CSE,8,Female,23,7.3,5,2,4,3,5,5,3,3,1,4,5,4,3,1,Yes,5,100,55,89,4.0,3.57,1.43,Yes,TCS,15.82,1.0
S0431,University C,CSE-DS,8,Female,21,6.2,4,1,2,4,4,1,3,4,4,5,4,1,1,2,Yes,3,99,67,57,3.14,3.0,2.0,Yes,Infosys,9.52,0.84
S0432,University A,CSE-AI,8,Male,23,8.59,4,1,3,4,1,5,2,4,2,2,3,5,1,5,No,0,73,90,72,3.29,2.86,2.14,Yes,Accenture,18.18,0.97
S0433,University C,IT,8,Female,23,6.69,2,1,2,1,3,4,1,3,4,4,5,2,3,2,Yes,0,77,61,93,2.29,2.86,2.14,Yes,Accenture,7.95,0.77
S0434,University C,CSE,8,Female,22,7.86,2,4,3,5,4,1,5,5,2,1,5,5,2,3,No,0,59,97,74,3.57,3.14,1.86,Yes,Deloitte,17.51,0.92
S0435,University A,CSE-DS,8,Female,20,7.79,1,4,2,4,5,1,1,2,2,4,5,2,5,4,Yes,2,63,100,57,2.29,2.86,2.14,Yes,Microsoft,18.08,0.93
S0436,University D,IT,8,Female,23,6.83,3,5,1,4,4,4,4,3,3,5,4,5,3,1,Yes,3,77,63,56,3.29,3.71,1.29,Yes,Wipro,11.79,0.96
S0437,University D,CSE,8,Male,23,8.29,5,1,1,1,1,1,5,4,1,4,5,5,1,4,Yes,5,68,94,71,2.57,3.14,1.86,Yes,Deloitte,6.68,1.0
S0438,University C,CSE-DS,8,Male,24,9.68,3,4,4,4,1,3,2,5,3,3,3,3,4,2,Yes,3,52,40,46,3.14,3.29,1.71,Yes,Cognizant,5.8,1.0
S0439,University A,IT,8,Female,24,9.87,2,5,4,2,5,4,1,5,4,2,4,2,4,3,Yes,3,64,46,90,3.29,3.29,1.71,Yes,Amazon,15.52,1.0
S0440,University B,CSE-AI,8,Male,22,6.2,3,2,1,1,1,4,1,5,2,1,5,5,1,5,No,0,97,86,53,2.29,2.71,2.29,Yes,Cognizant,18.25,0.79
S0441,University C,CSE-AI,8,Female,20,6.35,2,4,3,1,3,1,2,1,5,1,1,4,5,1,Yes,1,68,56,56,1.86,2.86,2.14,Yes,Deloitte,4.89,0.83
S0442,University C,CSE-DS,8,Female,24,7.66,1,4,1,4,1,2,4,4,3,4,2,2,3,1,Yes,5,86,80,83,2.43,2.43,2.57,Yes,Infosys,16.32,0.91
S0443,University B,CSE-DS,8,Female,23,8.14,1,2,5,3,1,2,5,1,5,1,5,5,2,2,No,0,63,41,65,2.57,3.43,1.57,Yes,Infosys,5.58,0.84
S0444,University B,IT,8,Female,23,6.38,1,3,5,3,4,4,4,5,4,2,3,2,2,3,No,0,87,90,94,3.71,2.86,2.14,Yes,Wipro,12.31,0.81
S0445,University C,IT,8,Male,20,7.36,3,3,5,1,5,4,4,2,5,3,3,1,4,2,Yes,4,66,77,71,3.43,3.29,1.71,Yes,Amazon,7.9,0.95
S0446,University B,CSE,8,Female,22,6.29,3,4,2,3,2,1,2,3,3,2,3,1,1,3,Yes,5,71,53,74,2.29,2.57,2.43,Yes,Cognizant,12.01,0.8
S0447,University A,CSE,8,Female,21,8.15,5,2,1,5,3,5,1,5,4,4,3,3,2,2,Yes,6,81,71,47,3.57,3.14,1.86,Yes,IBM,18.35,1.0
S0448,University C,CSE-DS,8,Female,22,8.15,5,4,2,5,1,3,1,5,1,4,3,2,4,1,Yes,2,91,41,49,3.14,3.0,2.0,Yes,IBM,10.55,0.95
S0449,University B,CSE-AI,8,Male,21,7.26,5,3,4,5,1,4,3,4,4,1,3,5,1,1,Yes,0,50,48,51,3.71,3.57,1.43,Yes,IBM,18.4,0.93
S0450,University B,CSE-DS,8,Male,24,8.69,3,5,1,1,3,1,1,1,3,1,3,3,5,4,No,5,60,99,53,1.57,2.71,2.29,Yes,Infosys,12.25,0.95
S0451,University B,CSE,8,Male,23,9.41,4,4,1,5,5,2,5,4,4,3,3,4,2,1,No,6,68,85,50,3.71,3.29,1.71,Yes,Accenture,8.8,1.0
