PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
759,0,3,Passenger_759,male,20.0,3,2,TKT10759,16.19,,Q
760,1,3,Passenger_760,female,43.0,1,3,TKT10760,10.62,,Q
761,1,3,Passenger_761,male,23.0,2,3,TKT10761,99.84,C200,S
762,1,1,Passenger_762,female,37.0,4,3,TKT10762,80.51,C181,S
763,1,3,Passenger_763,male,14.0,0,3,TKT10763,87.57,,S
764,0,3,Passenger_764,female,45.0,3,1,TKT10764,78.45,,Q
765,0,3,Passenger_765,male,33.0,4,1,TKT10765,53.46,C117,S
766,0,3,Passenger_766,female,33.0,1,3,TKT10766,97.17,,C
767,0,3,Passenger_767,male,9.0,4,0,TKT10767,85.44,,C
768,0,3,Passenger_768,male,46.0,1,2,TKT10768,13.15,,S
769,0,1,Passenger_769,male,37.0,2,1,TKT10769,175.21,,Q
770,1,1,Passenger_770,female,35.0,0,2,TKT10770,8.85,,C
771,1,1,Passenger_771,female,51.0,3,0,TKT10771,160.04,,S
772,0,1,Passenger_772,male,26.0,3,0,TKT10772,277.34,,S
773,0,3,Passenger_773,male,7.0,2,3,TKT10773,82.25,C11,C
774,1,2,Passenger_774,female,27.0,4,0,TKT10774,149.82,C37,Q
775,1,3,Passenger_775,female,46.0,3,0,TKT10775,48.51,,S
776,0,2,Passenger_776,male,11.0,3,2,TKT10776,119.98,,C
777,0,3,Passenger_777,male,38.0,1,3,TKT10777,39.52,,Q
778,1,3,Passenger_778,female,19.0,0,1,TKT10778,73.52,,Q
779,0,3,Passenger_779,female,34.0,2,3,TKT10779,49.91,C102,Q
780,0,2,Passenger_780,male,58.0,2,2,TKT10780,155.7,,C
781,0,3,Passenger_781,male,35.0,4,3,TKT10781,8.45,,C
782,0,2,Passenger_782,male,37.0,1,0,TKT10782,24.83,C108,C
783,0,3,Passenger_783,female,32.0,2,2,TKT10783,18.88,C179,C
784,1,3,Passenger_784,female,24.0,4,1,TKT10784,10.03,,Q
785,1,1,Passenger_785,female,39.0,2,0,TKT10785,248.81,,Q
786,0,3,Passenger_786,male,42.0,4,0,TKT10786,5.81,,Q
787,1,3,Passenger_787,female,10.0,4,0,TKT10787,39.88,,C
788,1,2,Passenger_788,female,58.0,2,2,TKT10788,129.94,,C
789,1,3,Passenger_789,female,38.0,3,2,TKT10789,88.35,C26,Q
790,0,3,Passenger_790,male,46.0,4,3,TKT10790,12.67,,Q
791,0,3,Passenger_791,male,35.0,4,3,TKT10791,13.77,C119,C
792,1,3,Passenger_792,female,22.0,1,2,TKT10792,29.4,C107,Q
793,0,3,Passenger_793,male,33.0,4,2,TKT10793,36.29,C50,Q
794,1,3,Passenger_794,female,30.0,4,3,TKT10794,15.24,,Q
795,0,1,Passenger_795,male,32.0,0,3,TKT10795,264.43,,Q
796,1,1,Passenger_796,male,51.0,4,1,TKT10796,14.77,,
797,0,1,Passenger_797,male,13.0,1,2,TKT10797,65.61,,S
798,1,3,Passenger_798,male,11.0,4,0,TKT10798,13.41,,Q
799,1,2,Passenger_799,male,47.0,0,3,TKT10799,124.93,,C
800,0,3,Passenger_800,female,4.0,3,1,TKT10800,20.44,C31,S
801,1,1,Passenger_801,female,48.0,4,2,TKT10801,290.02,,S
802,1,1,Passenger_802,male,29.0,1,0,TKT10802,106.56,,S
803,0,2,Passenger_803,male,19.0,3,3,TKT10803,81.63,,C
804,0,1,Passenger_804,female,44.0,4,2,TKT10804,56.98,,S
805,1,1,Passenger_805,female,40.0,2,2,TKT10805,281.23,C65,S
806,1,3,Passenger_806,female,38.0,4,2,TKT10806,42.74,C92,S
807,1,1,Passenger_807,male,13.0,2,0,TKT10807,225.77,C144,S
808,1,2,Passenger_808,female,47.0,1,0,TKT10808,89.02,C20,Q
809,1,1,Passenger_809,female,24.0,3,3,TKT10809,20.58,,C
810,0,3,Passenger_810,female,41.0,2,0,TKT10810,67.79,C104,Q
811,1,1,Passenger_811,male,26.0,3,2,TKT10811,90.37,,C
812,0,3,Passenger_812,female,25.0,3,3,TKT10812,88.72,,S
813,0,3,Passenger_813,male,57.0,1,1,TKT10813,11.07,C2,Q
814,1,3,Passenger_814,male,28.0,0,0,TKT10814,6.98,,C
815,1,1,Passenger_815,female,46.0,2,1,TKT10815,236.87,,C
816,1,3,Passenger_816,female,21.0,2,3,TKT10816,25.14,,C
817,0,3,Passenger_817,male,28.0,1,0,TKT10817,70.53,,C
818,0,3,Passenger_818,female,24.0,1,0,TKT10818,95.4,,S
819,1,3,Passenger_819,female,43.0,4,0,TKT10819,17.12,C48,S
820,1,3,Passenger_820,female,36.0,2,0,TKT10820,96.71,,S
821,1,1,Passenger_821,female,17.0,3,3,TKT10821,65.64,,S
822,0,3,Passenger_822,female,34.0,1,0,TKT10822,24.5,,S
823,1,3,Passenger_823,female,22.0,2,3,TKT10823,23.08,,S
824,0,3,Passenger_824,male,36.0,4,3,TKT10824,77.53,,Q
825,1,2,Passenger_825,female,50.0,0,1,TKT10825,152.33,,S
826,1,1,Passenger_826,female,25.0,1,3,TKT10826,39.75,C135,S
827,0,2,Passenger_827,male,50.0,3,2,TKT10827,154.69,,C
828,1,3,Passenger_828,female,44.0,4,3,TKT10828,13.59,,Q
829,1,3,Passenger_829,male,27.0,3,2,TKT10829,23.14,,S
830,0,1,Passenger_830,female,32.0,2,2,TKT10830,126.0,,C
831,0,3,Passenger_831,male,35.0,2,2,TKT10831,13.33,,S
832,1,3,Passenger_832,female,,1,2,TKT10832,51.78,,S
833,0,2,Passenger_833,male,28.0,0,0,TKT10833,41.63,,C
834,0,3,Passenger_834,male,,1,1,TKT10834,46.19,C64,S
835,1,3,Passenger_835,female,5.0,2,2,TKT10835,19.77,,C
836,1,1,Passenger_836,male,47.0,4,1,TKT10836,98.45,,S
837,1,2,Passenger_837,female,39.0,2,3,TKT10837,57.36,,C
838,1,3,Passenger_838,female,41.0,4,2,TKT10838,82.39,,Q
839,1,2,Passenger_839,female,,0,3,TKT10839,126.77,,Q
840,1,3,Passenger_840,male,16.0,2,3,TKT10840,72.58,,S
841,0,3,Passenger_841,male,44.0,1,1,TKT10841,32.8,C160,C
842,1,1,Passenger_842,male,48.0,4,0,TKT10842,165.45,C114,S
843,0,3,Passenger_843,male,1.0,4,2,TKT10843,85.96,,Q
844,1,1,Passenger_844,male,52.0,1,1,TKT10844,162.9,,Q
845,1,3,Passenger_845,female,23.0,0,3,TKT10845,44.64,,C
846,0,3,Passenger_846,female,17.0,4,3,TKT10846,6.44,,C
847,1,2,Passenger_847,female,40.0,4,3,TKT10847,81.69,C87,S
848,0,3,Passenger_848,male,16.0,2,3,TKT10848,9.05,,Q
849,1,3,Passenger_849,female,23.0,4,3,TKT10849,8.98,,S
850,1,3,Passenger_850,female,12.0,1,0,TKT10850,93.94,C17,S
851,1,2,Passenger_851,female,52.0,2,0,TKT10851,144.54,,C
852,1,2,Passenger_852,male,35.0,3,2,TKT10852,37.65,C50,Q
853,0,3,Passenger_853,male,37.0,2,3,TKT10853,60.1,C187,S
854,1,3,Passenger_854,female,54.0,4,3,TKT10854,53.21,,C
855,1,1,Passenger_855,female,42.0,4,2,TKT10855,37.15,,C
856,1,2,Passenger_856,female,17.0,2,0,TKT10856,136.72,C157,S
857,1,1,Passenger_857,female,50.0,3,2,TKT10857,206.3,,S
858,0,3,Passenger_858,male,37.0,2,0,TKT10858,26.14,,S
859,0,3,Passenger_859,male,64.0,4,0,TKT10859,92.68,,C
860,1,2,Passenger_860,male,25.0,2,1,TKT10860,6.41,,S
861,1,3,Passenger_861,female,25.0,1,3,TKT10861,73.68,C95,Q
862,1,3,Passenger_862,female,28.0,1,1,TKT10862,11.47,C138,S
863,0,1,Passenger_863,male,32.0,1,2,TKT10863,19.64,,C
864,0,1,Passenger_864,male,24.0,4,1,TKT10864,157.82,,Q
865,1,3,Passenger_865,female,24.0,2,2,TKT10865,73.31,,Q
866,1,1,Passenger_866,female,49.0,1,1,TKT10866,99.64,C37,Q
867,1,1,Passenger_867,male,20.0,3,0,TKT10867,89.03,,Q
868,1,1,Passenger_868,female,17.0,3,3,TKT10868,142.23,,S
869,0,1,Passenger_869,female,17.0,4,2,TKT10869,288.83,,C
870,0,3,Passenger_870,female,26.0,0,0,TKT10870,58.57,,Q
871,1,3,Passenger_871,female,45.0,1,1,TKT10871,94.75,,C
872,1,3,Passenger_872,female,26.0,0,2,TKT10872,39.01,C4,Q
873,1,1,Passenger_873,female,38.0,0,3,TKT10873,17.58,,C
874,1,3,Passenger_874,male,17.0,4,2,TKT10874,99.4,,C
875,1,3,Passenger_875,male,24.0,0,1,TKT10875,13.77,,S
876,0,3,Passenger_876,male,,2,2,TKT10876,3.73,,C
877,1,2,Passenger_877,female,19.0,2,3,TKT10877,14.06,C86,C
878,1,3,Passenger_878,female,29.0,2,0,TKT10878,18.45,,S
879,0,3,Passenger_879,male,,4,2,TKT10879,98.04,C98,C
880,0,3,Passenger_880,male,28.0,1,3,TKT10880,57.1,,S
881,1,2,Passenger_881,female,26.0,1,2,TKT10881,40.35,C178,C
882,1,1,Passenger_882,female,56.0,4,0,TKT10882,286.36,C59,Q
883,0,3,Passenger_883,male,30.0,1,2,TKT10883,83.33,,C
884,1,3,Passenger_884,female,60.0,3,0,TKT10884,19.11,C191,C
885,1,1,Passenger_885,male,38.0,4,3,TKT10885,283.18,,C
886,1,3,Passenger_886,female,31.0,4,0,TKT10886,103.57,C105,S
887,1,3,Passenger_887,female,31.0,4,0,TKT10887,17.63,,S
888,1,3,Passenger_888,female,8.0,4,2,TKT10888,98.53,,S
889,0,1,Passenger_889,female,24.0,1,0,TKT10889,255.53,,Q
890,1,2,Passenger_890,female,41.0,1,0,TKT10890,47.2,,C
891,0,2,Passenger_891,male,26.0,4,1,TKT10891,7.31,C2,S
892,1,2,Passenger_892,male,23.0,4,3,TKT10892,115.23,C184,Q
893,0,1,Passenger_893,male,42.0,1,2,TKT10893,230.31,,S
894,0,2,Passenger_894,male,,3,0,TKT10894,111.36,,C
895,1,3,Passenger_895,female,41.0,0,0,TKT10895,27.19,,Q
896,0,3,Passenger_896,male,12.0,3,2,TKT10896,15.54,C192,Q
897,1,3,Passenger_897,female,10.0,0,3,TKT10897,72.31,,Q
898,0,3,Passenger_898,male,31.0,2,3,TKT10898,52.13,,Q
899,0,2,Passenger_899,male,16.0,3,0,TKT10899,30.1,,C
900,1,3,Passenger_900,female,37.0,1,0,TKT10900,31.78,,Q
901,1,3,Passenger_901,female,23.0,3,3,TKT10901,28.7,,S
902,1,2,Passenger_902,female,17.0,4,1,TKT10902,85.2,,Q
903,0,3,Passenger_903,male,31.0,2,0,TKT10903,68.94,C138,Q
904,0,3,Passenger_904,male,24.0,2,2,TKT10904,44.28,,
905,1,1,Passenger_905,male,17.0,2,0,TKT10905,76.69,,Q
906,1,3,Passenger_906,female,39.0,2,0,TKT10906,9.9,,
907,1,1,Passenger_907,male,,4,2,TKT10907,246.59,,C
908,1,3,Passenger_908,female,5.0,2,3,TKT10908,11.58,C137,C
909,0,3,Passenger_909,female,52.0,4,0,TKT10909,48.25,,Q
910,0,1,Passenger_910,female,29.0,0,0,TKT10910,178.02,,S
911,1,2,Passenger_911,female,26.0,3,2,TKT10911,66.19,,Q
912,0,2,Passenger_912,female,12.0,1,3,TKT10912,86.67,,C
913,1,1,Passenger_913,male,24.0,0,1,TKT10913,165.48,C10,S
914,1,3,Passenger_914,female,,4,3,TKT10914,16.36,,Q
915,1,3,Passenger_915,female,17.0,1,1,TKT10915,31.71,C133,Q
916,1,2,Passenger_916,female,56.0,2,1,TKT10916,28.27,,Q
917,1,1,Passenger_917,male,27.0,3,2,TKT10917,35.26,,Q
918,0,3,Passenger_918,male,21.0,1,2,TKT10918,31.09,,C
919,1,1,Passenger_919,female,10.0,1,0,TKT10919,230.01,,C
920,0,3,Passenger_920,female,24.0,4,2,TKT10920,100.76,,Q
921,1,1,Passenger_921,male,47.0,3,0,TKT10921,105.27,,S
922,1,3,Passenger_922,female,21.0,1,3,TKT10922,40.6,C82,C
923,0,3,Passenger_923,male,54.0,3,3,TKT10923,52.11,,C
924,0,3,Passenger_924,male,21.0,2,3,TKT10924,23.91,,Q
925,0,1,Passenger_925,male,,2,2,TKT10925,35.07,,C
926,0,1,Passenger_926,female,36.0,2,2,TKT10926,197.74,C162,Q
927,0,3,Passenger_927,male,29.0,0,0,TKT10927,39.81,C34,Q
928,0,2,Passenger_928,male,9.0,0,2,TKT10928,18.05,,Q
929,1,3,Passenger_929,female,36.0,2,0,TKT10929,98.1,,C
930,0,1,Passenger_930,male,24.0,3,0,TKT10930,90.63,C1,S
931,1,3,Passenger_931,female,20.0,4,3,TKT10931,11.08,,S
932,0,3,Passenger_932,male,45.0,1,2,TKT10932,49.08,,Q
933,0,2,Passenger_933,male,24.0,2,1,TKT10933,89.65,C46,C
934,1,2,Passenger_934,female,42.0,3,2,TKT10934,91.74,C176,C
935,0,2,Passenger_935,male,16.0,3,2,TKT10935,102.04,,Q
936,1,3,Passenger_936,female,41.0,1,2,TKT10936,24.36,,C
937,0,2,Passenger_937,male,18.0,4,0,TKT10937,52.49,,S
938,1,3,Passenger_938,female,22.0,0,1,TKT10938,95.3,C113,C
939,1,2,Passenger_939,female,16.0,1,2,TKT10939,113.89,,Q
940,1,1,Passenger_940,male,23.0,3,2,TKT10940,298.41,,C
941,0,2,Passenger_941,male,30.0,0,0,TKT10941,50.48,,
942,0,3,Passenger_942,male,22.0,2,2,TKT10942,10.29,C40,S
943,1,3,Passenger_943,female,17.0,3,1,TKT10943,95.27,,Q
944,0,2,Passenger_944,female,31.0,1,3,TKT10944,121.53,,C
945,0,1,Passenger_945,female,58.0,1,2,TKT10945,117.2,C166,Q
946,1,1,Passenger_946,female,34.0,2,3,TKT10946,34.69,,C
947,1,1,Passenger_947,female,27.0,3,0,TKT10947,148.63,,S
948,0,2,Passenger_948,male,64.0,4,3,TKT10948,108.21,,S
949,1,3,Passenger_949,female,28.0,3,2,TKT10949,81.81,,Q
950,1,3,Passenger_950,female,49.0,0,1,TKT10950,2.79,C187,Q
951,1,3,Passenger_951,female,26.0,3,2,TKT10951,7.2,,Q
952,0,2,Passenger_952,male,30.0,2,2,TKT10952,66.99,,C
953,1,1,Passenger_953,male,29.0,0,1,TKT10953,228.83,,Q
954,1,3,Passenger_954,male,19.0,0,0,TKT10954,35.42,,S
955,0,3,Passenger_955,female,35.0,2,3,TKT10955,42.99,C111,S
956,0,2,Passenger_956,male,29.0,2,1,TKT10956,109.43,C112,S
957,0,2,Passenger_957,male,25.0,1,2,TKT10957,44.88,,C
958,1,3,Passenger_958,female,29.0,2,0,TKT10958,24.68,,S
959,1,3,Passenger_959,female,13.0,3,0,TKT10959,37.09,,C
960,0,3,Passenger_960,male,38.0,3,2,TKT10960,43.22,,Q
961,1,2,Passenger_961,female,40.0,2,2,TKT10961,72.26,,C
962,0,3,Passenger_962,female,69.0,0,2,TKT10962,58.89,,C
963,0,1,Passenger_963,male,22.0,2,1,TKT10963,271.12,,Q
964,1,3,Passenger_964,female,35.0,0,2,TKT10964,53.36,,Q
965,1,2,Passenger_965,female,37.0,4,2,TKT10965,119.95,,Q
966,1,1,Passenger_966,female,25.0,0,1,TKT10966,48.69,,Q
967,0,3,Passenger_967,male,23.0,0,2,TKT10967,4.4,,Q
968,0,2,Passenger_968,male,24.0,1,1,TKT10968,75.43,,Q
969,0,3,Passenger_969,male,19.0,1,1,TKT10969,101.39,C41,Q
970,0,3,Passenger_970,male,32.0,3,3,TKT10970,90.1,C138,S
971,0,2,Passenger_971,male,7.0,3,0,TKT10971,58.77,,Q
972,0,3,Passenger_972,male,32.0,4,0,TKT10972,75.79,C124,C
973,0,3,Passenger_973,male,26.0,3,1,TKT10973,79.36,C180,C
974,1,1,Passenger_974,female,25.0,1,1,TKT10974,166.04,,S
975,1,2,Passenger_975,male,19.0,2,1,TKT10975,117.01,C66,Q
976,0,3,Passenger_976,male,18.0,1,0,TKT10976,28.57,,Q
977,0,3,Passenger_977,male,18.0,4,2,TKT10977,40.67,,C
978,1,3,Passenger_978,female,15.0,0,2,TKT10978,25.03,C31,S
979,1,3,Passenger_979,female,1.0,4,1,TKT10979,77.77,,C
980,0,3,Passenger_980,male,37.0,4,0,TKT10980,101.15,,S
981,0,1,Passenger_981,male,33.0,4,2,TKT10981,175.29,C34,S
982,0,2,Passenger_982,male,,4,3,TKT10982,74.22,C19,Q
983,0,3,Passenger_983,male,38.0,1,3,TKT10983,32.7,,S
984,0,3,Passenger_984,male,34.0,4,3,TKT10984,103.37,,C
985,1,2,Passenger_985,female,25.0,4,1,TKT10985,55.36,,Q
986,1,1,Passenger_986,male,49.0,4,3,TKT10986,158.09,,S
987,1,1,Passenger_987,female,18.0,0,1,TKT10987,71.55,,Q
988,0,3,Passenger_988,male,16.0,2,1,TKT10988,21.67,,C
989,1,2,Passenger_989,female,35.0,2,3,TKT10989,146.19,C191,C
990,1,3,Passenger_990,female,6.0,3,0,TKT10990,79.89,,C
991,1,2,Passenger_991,female,51.0,2,2,TKT10991,130.61,,S
992,1,3,Passenger_992,male,32.0,3,2,TKT10992,12.99,C152,S
993,0,3,Passenger_993,male,18.0,2,3,TKT10993,8.14,,S
994,1,1,Passenger_994,male,1.0,0,2,TKT10994,305.51,,Q
995,0,3,Passenger_995,male,,2,2,TKT10995,72.48,C183,S
996,1,3,Passenger_996,female,35.0,1,1,TKT10996,34.88,,S
997,1,1,Passenger_997,female,29.0,3,3,TKT10997,127.62,,C
998,1,3,Passenger_998,female,26.0,0,2,TKT10998,82.74,,C
999,0,3,Passenger_999,male,33.0,0,3,TKT10999,64.36,,S
1000,1,3,Passenger_1000,female,13.0,0,1,TKT11000,68.22,C111,C
